date,title,artist,peakPos,lastPos,weeks,rank,change
8/7/76,Can't Change My Heart,Cate Bros.,91,95,3,91,4
8/7/76,Cotton Candy,The Sylvers,59,59,7,89,-30
8/7/76,Devil With A Blue Dress,Pratt & McClain,71,71,4,71,0
8/7/76,Everything's Coming Up Love,David Ruffin,49,49,9,65,-16
8/7/76,Foxy Lady,Crown Heights Affair,49,64,12,97,-33
8/7/76,Hideaway,John Sebastian,95,96,2,95,1
8/7/76,I've Been Lovin' You,Easy Street,81,85,5,81,4
8/7/76,It Keeps You Runnin',Carly Simon,46,84,8,82,2
8/7/76,"Mary Hartman, Mary Hartman",The Deadly Nightshade,79,79,4,79,0
8/7/76,Never Gonna Fall In Love Again,Eric Carmen,11,68,15,99,-31
8/7/76,"Roots, Rock, Reggae",Bob Marley And The Wailers,51,51,6,94,-43
8/7/76,Sara Smile,Daryl Hall John Oates,4,55,28,96,-41
8/7/76,You To Me Are Everything,Broadway,86,88,4,86,2
8/7/76,"You To Me Are Everything, Part I",Revelation,98,99,2,98,1
8/7/71,Change Partners,Stephen Stills,43,59,9,67,-8
8/7/71,Funky Nassau-Part I,The Beginning Of The End,15,27,14,34,-7
8/7/71,Gonna Be Alright Now,Gayle McCormick,84,84,5,84,0
8/7/71,Hey! Love/Over And Over,The Delfonics,52,58,8,63,-5
8/7/71,Hill Where The Lord Hides,Chuck Mangione,76,76,6,78,-2
8/7/71,It's About Time,The Dillards,92,92,2,92,0
8/7/71,"Mozart Symphony No. 40 In G Minor K.550, 1st Movement",Waldo De Los Rios,67,71,8,71,0
8/7/71,She's Not Just Another Woman,The 8th Day,11,21,13,36,-15
8/7/71,That's The Way I've Always Heard It Should Be,Carly Simon,10,20,17,35,-15
8/7/71,The Last Time I Saw Her,Glen Campbell,61,61,7,69,-8
8/7/71,Treat Her Like A Lady,Cornelius Brothers & Sister Rose,3,12,18,26,-14
8/7/71,Wild Horses,The Rolling Stones,28,38,8,49,-11
8/7/71,You've Got To Earn It,The Staple Singers,97,99,2,97,2
8/7/82,(Sittin' On) The Dock Of The Bay,The Reddings,55,91,9,99,-8
8/7/82,Always On My Mind,Willie Nelson,5,65,23,94,-29
8/7/82,Break It Up,Foreigner,26,68,13,97,-29
8/7/82,Crimson And Clover,Joan Jett & the Blackhearts,7,66,15,95,-29
8/7/82,Street Corner,Ashford & Simpson,56,92,10,100,-8
8/7/82,The Other Woman,Ray Parker Jr.,4,67,21,96,-29
8/7/82,This Man Is Mine,Heart,33,86,13,98,-12
8/7/99,Every Morning,Sugar Ray,3,38,31,48,-10
8/7/99,Strong Enough,Cher,57,84,12,95,-11
8/7/99,With You,Lila McCann,41,87,19,92,-5
8/7/99,You Won't Ever Be Lonely,Andy Griggs,28,81,20,86,-5
8/7/93,Connected,Stereo MC's,20,71,20,80,-9
8/7/93,I'm So Into You,SWV,6,42,27,46,-4
8/7/93,Looking Through Patient Eyes,P.M. Dawn,6,39,21,48,-9
8/7/93,Three Little Pigs,Green Jelly,17,62,20,65,-3
8/7/93,"Unconditional Love (From ""Menace II Society"")",Hi-Five,92,98,4,100,-2
8/7/93,Who Is It,Michael Jackson,14,91,18,99,-8
8/6/77,Everybody Ought To Be In Love,Paul Anka,75,78,4,75,3
8/6/77,Lady (put The Light On Me),Brownsville Station,46,46,10,74,-28
8/6/77,Lonely Boy,Andrew Gold,7,79,21,99,-20
8/6/77,Runaway,Bonnie Raitt,57,58,12,63,-5
8/6/77,Something About You,LeBlanc & Carr,48,48,6,78,-30
8/6/77,The Killing Of Georgie (Part I And II),Rod Stewart,30,42,10,64,-22
8/6/77,While I'm Alone,Maze Featuring Frankie Beverly,89,89,11,100,-11
8/6/88,Black Leather,Kings Of The Sun,98,98,2,98,0
8/6/88,Circle In The Sand,Belinda Carlisle,7,76,17,94,-18
8/6/88,Coming To America,The System,91,93,5,99,-6
8/6/88,Dirty Diana,Michael Jackson,1,51,14,77,-26
8/6/88,Feelings Of Forever,Tiffany,50,88,9,95,-7
8/6/88,I Should Be So Lucky,Kylie Minogue,28,55,14,89,-34
8/6/88,Piano In The Dark,Brenda Russell Featuring Joe Esposito,6,84,25,97,-13
8/6/88,Tomorrow People,Ziggy Marley And The Melody Makers,39,82,13,100,-18
8/6/83,Always Something There To Remind Me,Naked Eyes,8,76,22,89,-13
8/6/83,China,Red Rockers,53,94,10,99,-5
8/6/83,Don't Change,INXS,80,80,4,97,-17
8/6/83,I.o.u.,Lee Greenwood,53,98,11,100,-2
8/6/83,Legal Tender,The B-52s,81,81,4,96,-15
8/6/83,Let's Dance,David Bowie,1,78,20,91,-13
8/6/83,Waiting For Your Love,Toto,73,73,6,94,-21
8/6/83,When You Were Mine,Mitch Ryder,87,87,4,98,-11
8/6/94,"Crooklyn (From ""Crooklyn"")",The Crooklyn Dodgers,60,85,12,99,-14
8/6/94,Got Me Waiting,Heavy D & The Boyz,20,56,20,61,-5
8/6/94,How Do You Like It?,Keith Sweat,48,84,20,90,-6
8/6/94,I'm Ready,Tevin Campbell,9,42,22,49,-7
8/6/94,Infatuation,Jamie Foxx,92,92,2,100,-8
8/6/94,Pumps And A Bump,M.C. Hammer,26,74,20,70,4
8/6/94,Whatta Man,Salt-N-Pepa Featuring En Vogue,3,46,29,47,-1
8/6/94,Wink,Neal McCoy,91,99,4,97,2
8/5/00,Best Of Me,Mya Featuring Jadakiss,50,94,17,97,-3
8/5/00,Cherchez LaGhost,Ghostface Killah,98,0,1,98,New
8/5/00,Crybaby,Mariah Carey Featuring Snoop Dogg,28,90,7,95,-5
8/5/00,Dancing Queen,A*Teens,95,95,5,100,-5
8/5/00,I Wish,Carl Thomas,20,52,20,67,-15
8/5/00,Maria Maria,Santana Featuring The Product G&B,1,48,26,47,1
8/5/00,Shackles (Praise You),Mary Mary,28,84,20,94,-10
8/5/00,Take That,"Torrey Carter Featuring Missy ""Misdemeanor"" Elliott",86,87,7,99,-12
8/5/00,Thong Song,Sisqo,3,43,28,46,-3
8/5/00,Unconditional,Clay Davidson,49,63,20,83,-20
8/5/78,Because The Night,Patti Smith Group,13,62,18,94,-32
8/5/78,Bluer Than Blue,Michael Johnson,12,21,16,47,-26
8/5/78,FM (No Static At All),Steely Dan,22,22,10,48,-26
8/5/78,Follow You Follow Me,Genesis,23,59,16,98,-39
8/5/78,"Hot Love, Cold World",Bob Welch,31,65,10,96,-31
8/5/78,I Can't Stand The Rain,Eruption,18,55,22,78,-23
8/5/78,I Can't Wait Any Longer,Bill Anderson,80,80,4,100,-20
8/5/78,Love Is Like Oxygen,Sweet,8,57,25,93,-36
8/5/78,Never Let Her Slip Away,Andrew Gold,67,67,8,99,-32
8/5/78,Only One Love In My Life,Ronnie Milsap,63,63,6,95,-32
8/5/78,Only The Good Die Young,Billy Joel,24,58,13,68,-10
8/5/78,Prove It All Night,Bruce Springsteen,33,51,9,79,-28
8/5/78,You Don't Love Me Anymore,Eddie Rabbitt,53,53,7,53,0
8/5/72,Beautiful,Gordon Lightfoot,58,58,11,62,-4
8/5/72,Butterfly,Danyel Gerard,78,89,9,88,1
8/5/72,Couldn't I Just Tell You,Todd Rundgren,93,96,2,93,3
8/5/72,Down On Me,Janis Joplin,91,91,4,91,0
8/5/72,I Wanna Be Where You Are,Michael Jackson,16,24,11,37,-13
8/5/72,Too Young,Donny Osmond,13,20,9,26,-6
8/5/72,Turn On Your Love Light,Jerry Lee Lewis,95,98,3,95,3
8/5/72,War Song,Neil Young & Graham Nash,61,61,6,64,-3
8/5/72,We're Free,Beverly Bremers,40,40,15,48,-8
8/5/89,Calling It Love,Animotion,53,78,9,99,-21
8/5/89,Comin' Down Tonight,Thirty Eight Special,67,83,7,89,-6
8/5/89,Fire Woman,The Cult,46,61,11,85,-24
8/5/89,Forever Your Girl,Paula Abdul,1,66,22,83,-17
8/5/89,Gonna Make It,SaFire,71,76,7,97,-21
8/5/89,I Won't Back Down,Tom Petty,12,56,15,91,-35
8/5/89,Open Letter (To A Landlord),Living Colour,82,85,5,100,-15
8/5/89,Patience,Guns N' Roses,4,86,18,94,-8
8/5/89,"Rock On (From ""Dream A Little Dream"")",Michael Damian,1,70,21,98,-28
8/5/89,Rooms On Fire,Stevie Nicks,16,67,14,90,-23
8/5/89,Where Are You Now?,Jimmy Harnen With Synch,10,89,36,92,-3
8/5/95,"Ask Of You (From ""Higher Learning"")",Raphael Saadiq,19,80,20,83,-3
8/5/95,Can't Stop Lovin' You,Van Halen,30,75,20,75,0
8/5/95,Grapevyne,Brownstone,49,91,15,95,-4
8/5/95,Hold My Hand,Hootie & The Blowfish,10,40,44,48,-8
8/5/95,I Kissed A Girl,Jill Sobule,67,89,11,99,-10
8/5/95,Strange Currencies,R.E.M.,47,93,15,100,-7
8/5/95,Vow,Garbage,97,97,2,97,0
8/5/95,Wonderful,Adam Ant,39,82,19,94,-12
8/4/79,Chuck E.'s In Love,Rickie Lee Jones,4,40,15,76,-36
8/4/79,Dance The Night Away,Van Halen,15,49,15,87,-38
8/4/79,Days Gone Down (Still Got The Light In Your Eyes),Gerry Rafferty,17,34,10,75,-41
8/4/79,If I Said You Have A Beautiful Body Would You Hold It Against Me,Bellamy Brothers,39,69,11,99,-30
8/4/79,In The Midnight Hour,Samantha Sang,88,90,2,88,2
8/4/79,Just When I Needed You Most,Randy VanWarmer,4,53,20,93,-40
8/4/79,Long Live Rock,The Who,54,54,6,94,-40
8/4/79,Minute By Minute,The Doobie Brothers,14,59,14,96,-37
8/4/79,Shakedown Cruise,Jay Ferguson,31,60,14,97,-37
8/4/79,You Take My Breath Away,Rex Smith,10,62,16,95,-33
8/4/79,You're The Only One,Dolly Parton,59,71,6,100,-29
8/4/73,"Daddy Could Swear, I Declare",Gladys Knight And The Pips,19,47,15,59,-12
8/4/73,Finder's Keepers,Chairman Of The Board,59,71,9,79,-8
8/4/73,Friend Of Mine,Bill Withers,80,97,5,97,0
8/4/73,Give Your Baby A Standing Ovation,The Dells,34,65,16,80,-15
8/4/73,Goin' Home,The Osmonds,36,61,8,66,-5
8/4/73,He Did With Me,Vicki Lawrence,75,85,7,82,3
8/4/73,One Of A Kind (Love Affair),The Spinners,11,37,15,56,-19
8/4/73,Smoke! Smoke! Smoke! (That Cigarette),Commander Cody,94,96,5,94,2
8/4/73,Soul Makossa,Afrique,47,54,9,58,-4
8/4/73,Sunshine,Mickey Newbury,87,87,3,87,0
8/4/73,There You Go,Edwin Starr,80,82,6,83,-1
8/4/73,Time To Get Down,The O'Jays,33,59,12,63,-4
8/4/90,Children Of The Night,Richard Marx,13,65,15,87,-22
8/4/90,I'll See You In My Dreams,Giant,20,77,20,99,-22
8/4/90,Nothing Compares 2 U,Sinead O'Connor,1,72,21,97,-25
8/4/90,Notice Me,Nikki,21,69,15,92,-23
8/4/90,The Blues,Tony Toni Tone,46,73,10,100,-27
8/4/90,Turtle Power,Partners In Kryme,13,75,16,98,-23
8/4/84,A Little Love,Juice Newton,44,72,10,96,-24
8/4/84,Against All Odds (Take A Look At Me Now),Phil Collins,1,84,24,97,-13
8/4/84,Feels So Real (Won't Let Go),Patrice Rushen,78,78,6,89,-11
8/4/84,Hello,Lionel Richie,1,75,24,92,-17
8/4/84,It Can Happen,Yes,51,69,7,99,-30
8/4/84,It's A Miracle,Culture Club,13,71,13,98,-27
8/4/84,Loverboy,Karen Kamon,88,88,2,90,-2
8/4/84,Obscene Phone Caller,Rockwell,35,73,14,84,-11
8/4/84,She Don't Know Me,Bon Jovi,48,89,11,100,-11
8/4/84,You Can't Get What You Want,Joe Jackson,15,74,16,95,-21
8/3/74,Dance Master Pt. 1,Willie Henderson,73,73,5,83,-10
8/3/74,If You Wanna Get To Heaven,Ozark Mountain Daredevils,25,68,16,79,-11
8/3/74,La Grange,ZZ Top,41,84,19,92,-8
8/3/74,Ma! (He's Making Eyes At Me),Lena Zavaroni,91,91,4,91,0
8/3/74,Midnight At The Oasis,Maria Muldaur,6,53,24,55,-2
8/3/74,Rings,Reuben Howell,86,86,3,90,-4
8/3/74,The Streak,Ray Stevens,1,58,17,80,-22
8/3/74,Train Of Thought,Cher,27,69,11,87,-18
8/3/85,Axel F,Harold Faltermeyer,3,92,19,95,-3
8/3/85,Everything She Wants,Wham!,1,75,20,94,-19
8/3/85,Frankie,Sister Sledge,75,97,8,100,-3
8/3/85,In My House,Mary Jane Girls,7,64,22,92,-28
8/3/85,Take No Prisoners (In The Game Of Love),Peabo Bryson,78,95,6,97,-2
8/3/85,Willie & The Hand Jive,George Thorogood & The Destroyers,63,74,8,99,-25
8/3/96,Can't Get You Off My Mind,Lenny Kravitz,62,97,20,98,-1
8/3/96,"Count On Me (From ""Waiting To Exhale"")",Whitney Houston & CeCe Winans,8,61,20,66,-5
8/3/96,Hang 'Em High,Sadat X,98,98,2,100,-2
8/3/96,Release Me,Angelina,52,92,20,92,0
8/3/96,Wrong,Everything But The Girl,68,86,10,99,-13
8/3/91,Blind Faith,Warrant,88,93,6,94,-1
8/3/91,Borrowed Love,Bingo Boys,71,77,6,100,-23
8/3/91,Exclusivity,Damian Dame,42,66,12,89,-23
8/3/91,Forever Amo'r,D'zyre,77,86,9,99,-13
8/3/91,"Gotta Have You (From ""Jungle Fever"")",Stevie Wonder,92,92,3,93,-1
8/3/91,Higher Than Hope,Daryl Braithwaite,47,85,10,95,-10
8/3/91,"Part Of Me, Part Of You",Glenn Frey,55,94,13,96,-2
8/3/91,Pump It (Nice An' Hard),Icy Blu,78,81,5,97,-16
8/3/91,Shake It (Like A White Girl),Jesse Jaymes,74,74,5,86,-12
8/3/91,Strike It Up,Black Box,8,72,18,98,-26
8/2/80,Call Me,Blondie,1,64,25,98,-34
8/2/80,Cars,Gary Numan,9,62,25,97,-35
8/2/80,Dancin' In The Streets,Teri DeSario With K.C.,66,66,6,100,-34
8/2/80,Don't Fall In Love With A Dreamer,Kenny Rogers with Kim Carnes,4,68,19,94,-26
8/2/80,Mirage,Eric Troyer,92,92,2,92,0
8/2/80,On The Rebound,Russ Ballard,58,58,8,95,-37
8/2/80,She's Out Of My Life,Michael Jackson,10,54,16,96,-42
8/2/80,Should've Never Let You Go,Neil Sedaka & Dara Sedaka,19,63,19,99,-36
8/2/75,Hey You,Bachman-Turner Overdrive,21,53,12,70,-17
8/2/75,Life And Death In G&A,Love Childs Afro Cuban Blues Band,90,90,3,90,0
8/2/75,Please Tell Him That I Said Hello,Debbie Campbell,84,86,5,84,2
8/2/75,Sexy,MFSB,42,42,7,71,-29
8/2/75,Shoes,Reparata,92,94,3,92,2
8/2/75,Sneakin' Up Behind You,The Brecker Brothers,58,72,9,83,-11
8/2/75,Sure Feels Good,Elvin Bishop,83,93,5,93,0
8/2/75,Sweet Emotion,Aerosmith,36,36,8,63,-27
8/2/75,Three Steps From True Love,The Reflections,94,96,4,94,2
8/2/75,Wildfire,Michael Murphey,3,21,19,53,-32
8/2/86,Do You Remember Me?,Jermaine Jackson,71,71,5,89,-18
8/2/86,Feel The Heat,Jean Beauvoir,73,84,8,100,-16
8/2/86,If Anybody Had A Heart,John Waite,76,77,6,98,-21
8/2/86,Mountains,Prince And The Revolution,23,54,11,92,-38
8/2/86,Nothin' At All,Heart,10,69,16,94,-25
8/2/86,One Way Love,TKA,75,97,9,97,0
8/2/86,Rock'N'roll To The Rescue,The Beach Boys,68,74,6,88,-14
8/2/86,The Best Of Me,David Foster And Olivia Newton-John,80,94,8,96,-2
8/2/86,Voice Of America's Sons,John Cafferty & The Beaver Brown Band,62,75,8,93,-18
8/2/86,You Don't Have To Cry,Rene & Angela,75,85,7,99,-14
8/2/97,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),1,42,28,47,-5
8/2/97,"I Believe I Can Fly (From ""Space Jam"")",R. Kelly,2,43,34,46,-3
8/2/97,Insomnia,Faithless,62,98,19,100,-2
8/2/97,Silent All These Years,Tori Amos,65,79,20,83,-4
8/1/87,I'm Bad,LL Cool J,84,89,4,95,-6
8/1/87,Lessons In Love,Level 42,12,56,18,99,-43
8/1/87,Nothing's Gonna Change My Love For You,Glenn Medeiros,12,69,25,89,-20
8/1/87,Spring Love,The Cover Girls,98,0,1,98,New
8/1/87,Stand Back,The Fabulous Thunderbirds,76,76,5,97,-21
8/1/87,Still A Thrill,Jody Watley,56,67,7,87,-20
8/1/87,Wanted Dead Or Alive,Bon Jovi,7,72,17,100,-28
8/1/81,Being With You,Smokey Robinson,2,64,25,89,-25
8/1/81,Fool In Love With You,Jim Photoglo,25,66,16,87,-21
8/1/81,It Didn't Take Long,Spider,43,68,10,94,-26
8/1/81,Living Inside Myself,Gino Vannelli,6,69,20,90,-21
8/1/81,Love Light,Yutaka,81,81,3,96,-15
8/1/81,Nobody Wins,Elton John,21,70,13,91,-21
8/1/81,On And On And On,ABBA,90,94,6,99,-5
8/1/81,Shaddap You Face,Joe Dolce,53,91,14,97,-6
8/1/81,Take It On The Run,REO Speedwagon,5,73,20,92,-19
8/1/81,The Kid Is Hot Tonite,Loverboy,55,75,7,95,-20
8/1/81,The Real Thing,The Brothers Johnson,67,93,6,93,0
8/1/81,Under The Covers,Janis Ian,71,71,4,98,-27
8/1/81,You Are Forever,Smokey Robinson,59,92,7,100,-8
8/1/98,Clock Strikes,Timbaland & Magoo,37,95,14,97,-2
8/1/98,Frozen,Madonna,2,62,20,56,6
8/1/98,I Do [Cherish You],Mark Wills,72,77,13,99,-22
8/1/98,I'm From The Country,Tracy Byrd,63,90,18,98,-8
8/1/98,Imagination,Tamia,37,89,20,92,-3
8/1/98,Make Em' Say Uhh!,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",16,40,27,46,-6
8/1/98,The Actual,All City,75,75,4,100,-25
8/1/98,Victory,Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,19,74,20,72,2
8/1/92,Live And Learn,Joe Public,4,37,21,43,-6
8/1/92,Maria,TKA,44,79,18,90,-11
8/1/92,Reach For The Sky,Firehouse,83,83,5,95,-12
8/1/92,Save The Best For Last,Vanessa Williams,1,43,27,47,-4
8/1/92,So What'cha Want,Beastie Boys,93,93,5,97,-4
8/1/92,Strawberry Letter 23,Tevin Campbell,53,71,9,87,-16
8/1/92,T.L.C.,Linear,30,85,13,93,-8
8/1/92,Tears In Heaven,Eric Clapton,2,44,26,46,-2
8/1/92,Why Me Baby?,Keith Sweat,44,84,17,96,-12
7/12/80,Angel Say No,Tommy Tutone,38,89,8,100,-11
7/12/80,Answering Machine,Rupert Holmes,32,74,11,98,-24
7/12/80,Atomic,Blondie,39,39,9,92,-53
7/12/80,Brass In Pocket (I'm Special),Pretenders,14,56,22,95,-39
7/12/80,Clones (We're All),Alice Cooper,40,40,9,93,-53
7/12/80,Hurt So Bad,Linda Ronstadt,8,80,14,99,-19
7/12/80,Lost In Love,Air Supply,3,66,23,96,-30
7/12/80,Wondering Where The Lions Are,Bruce Cockburn,21,73,17,97,-24
7/12/75,Another Night,The Hollies,71,71,3,71,0
7/12/75,Bad Luck (Part 1),Harold Melvin And The Blue Notes,15,37,17,84,-47
7/12/75,Bad Time,Grand Funk,4,35,15,73,-38
7/12/75,I'll Play For You,Seals & Crofts,18,29,15,55,-26
7/12/75,Keep Our Love Alive,Paul Davis,90,90,2,90,0
7/12/75,Make The World Go Away,Donny & Marie Osmond,44,44,6,44,0
7/12/75,Our Last Song Together,Bo Donaldson And The Heywoods,95,95,2,95,0
7/12/75,Stars In My Eyes,Sugarloaf/Jerry Corbetta,87,87,6,87,0
7/12/75,The Last Farewell,Roger Whittaker,19,36,15,82,-46
7/12/75,What Time Of Day,Billy Thunderkloud & The Chieftones,92,96,3,92,4
7/12/86,Bad Boy,Miami Sound Machine,8,67,19,83,-16
7/12/86,Rain On The Scarecrow,John Mellencamp,21,78,12,100,-22
7/12/86,This Is The Time,Dennis DeYoung,93,93,3,96,-3
7/12/86,West End Girls,Pet Shop Boys,1,75,20,97,-22
7/12/86,What Have You Done For Me Lately,Janet Jackson,4,68,21,99,-31
7/12/86,Your Love,The Outfield,6,81,22,98,-17
7/12/97,Big Daddy,Hev-D,18,93,19,94,-1
7/12/97,Havana,Kenny G,66,84,19,100,-16
7/12/97,If Tomorrow Never Comes,Joose,51,99,17,99,0
7/12/97,In My Arms,Erasure,55,97,8,98,-1
7/12/97,Jazzy Belle,OutKast,52,90,14,95,-5
7/12/97,The New Pollution,Beck,78,98,7,96,2
7/12/97,"Too Late, Too Soon",Jon Secada,41,89,18,92,-3
7/12/97,You Don't Have To Hurt No More,Mint Condition,32,96,16,97,-1
7/11/87,(I Just) Died In Your Arms,Cutting Crew,1,69,19,87,-18
7/11/87,Big Love,Fleetwood Mac,5,84,16,92,-8
7/11/87,Heat Of The Night,Bryan Adams,6,72,16,98,-26
7/11/87,Jammin' Me,Tom Petty And The Heartbreakers,18,50,12,77,-27
7/11/87,La Isla Bonita,Madonna,4,77,17,99,-22
7/11/87,Looking For A New Love,Jody Watley,2,71,19,95,-24
7/11/87,Rock-A-Lott,Aretha Franklin,82,82,4,91,-9
7/11/87,The Finer Things,Steve Winwood,8,94,23,100,-6
7/11/87,Why Can't This Night Go On Forever,Journey,60,93,12,97,-4
7/11/81,Another Ticket,Eric Clapton,78,78,5,98,-20
7/11/81,Hard Times,James Taylor,72,87,5,99,-12
7/11/81,Say What,Jesse Winchester,32,68,12,94,-26
7/11/81,Since I Don't Have You,Don McLean,23,85,14,100,-15
7/11/81,Sweetheart,Franke & The Knockouts,10,50,19,93,-43
7/11/81,What Cha' Gonna Do For Me,Chaka Khan,53,77,9,91,-14
7/11/98,A Rose Is Still A Rose,Aretha Franklin,26,87,18,99,-12
7/11/98,Get At Me Dog,DMX Featuring Sheek Of The Lox,39,53,20,56,-3
7/11/98,Know What You Mean,Sister 7,76,86,7,96,-10
7/11/98,My Heart Will Go On,Celine Dion,1,51,20,53,-2
7/11/98,Party Ain't A Party,"Queen Pen Featuring Teddy Riley, Nutta Butta, Markell & Jesse Wes",74,89,4,95,-6
7/11/98,The Party Continues,JD Featuring Da Brat,29,90,19,98,-8
7/11/98,The Unforgiven II,Metallica,59,83,15,92,-9
7/11/98,What You Want,Mase Featuring Total,6,47,24,50,-3
7/11/98,You Make Me Wanna...,Usher,2,50,47,49,1
7/11/92,Bohemian Rhapsody,Queen,2,43,41,47,-4
7/11/92,Nu Nu,Lidell Townsell,26,47,20,49,-2
7/11/92,Take Time,Chris Walker,29,89,18,90,-1
7/11/92,You Think You Know Her,Cause And Effect,38,98,20,94,4
7/10/76,Better Place To Be (Parts 1 & 2),Harry Chapin,86,88,3,86,2
7/10/76,Breaker - Breaker,Outlaws,94,94,2,94,0
7/10/76,I Hope We Get To Love In Time,"Marilyn McCoo & Billy Davis, Jr.",91,91,8,91,0
7/10/76,I Wanna Stay With You,Gallagher And Lyle,49,49,14,72,-23
7/10/76,Lipstick,Michel Polnareff,61,61,7,99,-38
7/10/76,"Rain, Oh Rain",Fools Gold,76,76,7,93,-17
7/10/76,Say You Love Me,D.J. Rogers,98,100,2,98,2
7/10/76,Shannon,Henry Gross,6,51,20,100,-49
7/10/76,Who Loves You Better - Part 1,The Isley Brothers,47,47,7,96,-49
7/10/76,Will You Love Me Tomorrow,Dana Valery,95,95,4,95,0
7/10/76,"Yes, Yes, Yes",Bill Cosby,46,64,10,97,-33
7/10/71,Albert Flasher/Broken,The Guess Who,29,29,13,42,-13
7/10/71,Can't Find The Time,Rose Colored Glass,54,54,14,67,-13
7/10/71,Don't Knock My Love - Pt. 1,Wilson Pickett,13,15,12,26,-11
7/10/71,Double Lovin',The Osmonds,14,14,9,23,-9
7/10/71,Light Sings,The 5th Dimension,44,47,8,59,-12
7/10/71,Mother Nature's Wine,Sugarloaf,88,92,3,88,4
7/10/71,Nathan Jones,The Supremes,16,18,10,27,-9
7/10/71,Near You,Boz Scaggs,96,97,2,96,1
7/10/71,Never Can Say Goodbye,Isaac Hayes,22,22,9,31,-9
7/10/71,Never Dreamed You'd Leave In Summer,Stevie Wonder,78,78,4,78,0
7/10/71,Sweet And Innocent,Donny Osmond of The Osmonds,7,13,16,24,-11
7/10/82,'65 Love Affair,Paul Davis,6,95,20,100,-5
7/10/82,Empty Garden (Hey Hey Johnny),Elton John,13,79,17,93,-14
7/10/82,Fantasy,Aldo Nova,23,93,16,98,-5
7/10/82,Friends In Love,Dionne Warwick & Johnny Mathis,38,91,13,96,-5
7/10/82,I Want Candy,Bow Wow Wow,62,62,7,76,-14
7/10/82,Soup For One,Chic,80,80,6,94,-14
7/10/82,Stone Cold,Rainbow,40,88,12,92,-4
7/10/82,When He Shines,Sheena Easton,30,92,15,97,-5
7/10/82,Without You (Not Another Lonely Night),Franke & The Knockouts,24,75,15,91,-16
7/10/99,Blue Monday,Orgy,56,70,20,75,-5
7/10/99,Fly Away,Lenny Kravitz,12,43,32,50,-7
7/10/99,Hello L.O.V.E.,John Michael Montgomery,71,80,6,99,-19
7/10/99,I Drive Myself Crazy,'N Sync,67,100,12,100,0
7/10/99,I'll Think Of A Reason Later,Lee Ann Womack,38,90,20,96,-6
7/10/99,Life,K-Ci & JoJo,60,95,17,95,0
7/10/99,One,Creed,70,91,20,93,-2
7/10/99,Sitting Home,Total,42,88,14,97,-9
7/10/99,Sweet Lady,Tyrese,12,42,25,44,-2
7/10/93,Dedicated,R. Kelly & Public Announcement,31,52,20,55,-3
7/10/93,Ditty,Paperboy,10,32,30,38,-6
7/10/93,Down With The King,Run-D.M.C.,21,72,17,82,-10
7/10/93,Every Little Thing U Do,Christopher Williams,75,77,12,90,-13
7/10/93,I Have Nothing,Whitney Houston,4,51,20,53,-2
7/10/93,I Should Be Laughing,Patty Smyth,86,86,4,91,-5
7/10/93,"Let's Go Through The Motions (From ""Who's The Man?"")",Jodeci,65,85,12,100,-15
7/10/93,Love Don't Love You,En Vogue,36,91,16,97,-6
7/10/93,Somebody To Love,George Michael & Queen,30,67,9,98,-31
7/9/77,Amarillo,Neil Sedaka,44,44,7,50,-6
7/9/77,Back Together Again,Daryl Hall John Oates,28,80,10,80,0
7/9/77,Good Thing Man,Frank Lucas,92,92,3,94,-2
7/9/77,Making A Good Thing Better,Olivia Newton-John,87,87,4,96,-9
7/9/77,When I Need You,Leo Sayer,1,52,20,99,-47
7/9/77,You're Movin' Out Today,Bette Midler,42,46,14,100,-54
7/9/88,I Don't Want To Live Without You,Foreigner,5,76,17,97,-21
7/9/88,Most Of All,Jody Watley,60,78,11,100,-22
7/9/88,Rhythm Of Love,Scorpions,75,86,6,94,-8
7/9/88,When We Kiss,Bardeux,36,81,13,98,-17
7/9/88,"Wild, Wild West",Kool Moe Dee,62,88,11,99,-11
7/9/88,You Have Placed A Chill In My Heart,Eurythmics,64,67,7,86,-19
7/9/83,All My Life,Kenny Rogers,37,96,11,97,-1
7/9/83,Fade Away,Loz Netto,82,82,6,98,-16
7/9/83,Love Never Fails,Greg Kihn Band,59,59,6,88,-29
7/9/83,Never Tell An Angel (When Your Heart's On Fire),The Stompers,88,93,4,100,-7
7/9/83,No Time For Talk,Christopher Cross,33,97,10,99,-2
7/9/83,Solitaire,Laura Branigan,7,74,17,93,-19
7/9/83,Stranger In My House,Ronnie Milsap,23,76,16,94,-18
7/9/94,"(Meet) The Flintstones (From ""The Flintstones"")",The B.C. 52's,33,70,8,90,-20
7/9/94,Found Out About You,Gin Blossoms,25,48,34,49,-1
7/9/94,Loser,Beck,10,37,24,46,-9
7/9/94,Mmm Mmm Mmm Mmm,Crash Test Dummies,4,38,24,44,-6
7/9/94,Night In My Veins,Pretenders,71,77,8,95,-18
7/9/94,Player's Ball,OutKast,37,79,20,91,-12
7/9/94,The Power Of Love,Celine Dion,1,45,33,48,-3
7/8/00,Got Beef,Snoop Dogg Presents Tha Eastsidaz Featuring Jayo Felony And Blaqthoven,99,99,2,99,0
